sku,centro,model_first_flag,actual_first_markdown,delta_weeks
HK1147791BKSTR115,AB75,2025-08-11,2025-08-11,0.0
HK1147791BKSTR120,7501,2025-08-25,2025-08-25,0.0
HK1147791BKSTR120,AB75,2025-06-09,2025-06-09,0.0
HK1147791BKSTR125,AB75,2025-12-08,2025-12-08,0.0
HK1147791DRPL080,7501,2025-05-12,2025-05-12,0.0
HK1147791DRPL080,7502,2025-10-20,2025-10-20,0.0
HK1147791DRPL080,AB75,2025-04-28,2025-04-28,0.0
HK1147791DRPL085,7501,2025-10-13,2025-10-13,0.0
HK1147791DRPL085,7502,2026-01-05,2026-01-05,0.0
HK1147791DRPL085,AB75,2025-07-28,2025-07-28,0.0
HK1147791DRPL090,7501,2025-05-12,2025-05-12,0.0
HK1147791DRPL090,7502,2025-12-08,2025-12-08,0.0
HK1147791DRPL090,AB75,2025-05-12,2025-05-12,0.0
HK1147791DRPL095,7501,2025-05-12,2025-05-12,0.0
HK1147791DRPL095,7502,2025-11-24,2025-11-24,0.0
HK1147791DRPL095,AB75,2025-04-28,2025-04-28,0.0
HK1147791DRPL100,7501,2025-07-07,2025-07-07,0.0
HK1147791DRPL100,7502,2025-12-08,2025-12-08,0.0
HK1147791DRPL100,AB75,2025-12-01,2025-12-01,0.0
HK1147791DRPL105,7501,2025-09-15,2025-09-15,0.0
HK1147791DRPL105,7502,2025-12-08,2025-12-08,0.0
HK1147791DRPL110,7501,2025-05-19,2025-05-19,0.0
HK1147791DRPL110,7502,2025-12-08,2025-12-08,0.0
HK1147791DRPL110,AB75,2025-12-01,2025-12-01,0.0
HK1147791DRPL115,7501,2025-09-29,2025-09-29,0.0
HK1147791DRPL115,7502,2025-12-15,2025-12-15,0.0
HK1147791DRPL115,AB75,2025-08-25,2025-08-25,0.0
HK1147791DRPL120,7501,2025-05-19,2025-05-19,0.0
HK1147791DRPL120,7502,2025-12-29,2025-12-29,0.0
HK1147791MPLC080,7502,2026-01-19,2026-01-19,0.0
HK1147791MPLC080,AB75,2025-11-10,2025-11-10,0.0
HK1147791MPLC085,AB75,2025-10-27,2025-10-27,0.0
HK1147791MPLC090,7501,2026-02-23,2026-02-23,0.0
HK1147791MPLC090,7502,2026-01-26,2026-01-26,0.0
HK1147791MPLC090,7599,2025-11-24,2025-11-24,0.0
HK1147791MPLC095,7501,2026-01-12,2026-01-12,0.0
HK1147791MPLC095,7502,2026-02-16,2026-02-23,1.0
HK1147791MPLC095,7599,2025-11-24,2025-11-24,0.0
HK1147791MPLC095,AB75,2026-02-16,2026-02-16,0.0
HK1147791MPLC100,7501,2026-02-16,2026-02-23,1.0
HK1147791MPLC100,7502,2026-01-26,2026-01-26,0.0
HK1147791MPLC100,AB75,2025-11-10,2025-11-10,0.0
HK1147791MPLC110,7501,2026-03-16,2026-03-16,0.0
HK1147791MPLC110,7502,2025-12-01,2025-12-01,0.0
HK1147791MPLC110,7599,2026-01-05,2026-01-05,0.0
HK1147791MPLC110,AB75,2025-10-27,2025-10-27,0.0
HK1147791MPLC115,7501,2026-03-02,2026-03-02,0.0
HK1147791MPLC115,7502,2026-01-26,2026-01-26,0.0
HK1147791MPLC120,7502,2025-12-22,2025-12-22,0.0
HK1147791MPLC125,7501,2026-03-09,2026-03-09,0.0
HK1147791OSH080,7502,2026-01-05,2026-01-05,0.0
HK1147791OSH085,7501,2025-12-15,2025-12-15,0.0
HK1147791OSH085,7502,2026-01-26,2026-01-26,0.0
HK1147791OSH085,AB75,2026-01-26,2026-01-26,0.0
HK1147791OSH090,7501,2026-02-16,2026-02-16,0.0
HK1147791OSH090,7502,2025-12-29,2025-12-29,0.0
HK1147791OSH095,7501,2026-03-02,2026-03-09,1.0
HK1147791OSH095,7502,2026-03-16,2026-03-16,0.0
HK1147791OSH095,AB75,2026-01-26,2026-01-26,0.0
HK1147791OSH100,7501,2026-02-23,2026-02-23,0.0
HK1147791OSH100,7502,2025-12-22,2025-12-22,0.0
HK1147791OSH105,7501,2025-11-17,2025-11-17,0.0
HK1147791OSH105,7502,2026-01-26,2026-01-26,0.0
HK1147791OSH105,AB75,2025-11-17,2025-11-17,0.0
HK1147791OSH110,7501,2026-03-02,2026-03-09,1.0
HK1147791OSH110,AB75,2026-01-05,2026-01-05,0.0
HK1147791OSH125,AB75,2026-01-12,2026-01-12,0.0
HK1147791OSH130,AB75,2025-11-24,2025-11-24,0.0
HK1147791PTYB080,7501,2026-03-09,2026-03-09,0.0
HK1147791PTYB080,AB75,2026-02-02,2026-02-02,0.0
HK1147791PTYB085,7501,2026-03-09,2026-03-09,0.0
HK1147791PTYB085,7502,2026-02-16,2026-02-16,0.0
HK1147791PTYB085,7599,2026-01-05,2026-01-05,0.0
HK1147791PTYB090,7501,2026-03-09,2026-03-09,0.0
HK1147791PTYB090,7502,2026-03-09,2026-03-09,0.0
HK1147791PTYB095,7501,2026-03-02,2026-03-02,0.0
HK1147791PTYB100,7501,2026-03-16,2026-03-16,0.0
HK1147791PTYB100,7599,2026-01-05,2026-01-05,0.0
HK1147791PTYB105,7501,2026-02-16,2026-02-16,0.0
HK1147791PTYB105,7502,2026-03-16,2026-03-16,0.0
HK1147791PTYB105,7599,2025-11-24,2025-11-24,0.0
HK1147791PTYB110,7501,2026-02-23,2026-02-23,0.0
HK1147791PTYB110,7502,2026-03-16,2026-03-16,0.0
HK1147791PTYB110,7599,2025-11-24,2025-11-24,0.0
HK1147791PTYB115,7501,2026-03-09,2026-03-09,0.0
HK1147791PTYB120,AB75,2026-01-19,2026-01-19,0.0
HK1147791SMY090,7501,2025-02-03,2025-02-03,0.0
HK1147791SMY090,AB75,2024-12-16,2024-12-16,0.0
HK1147791SMY095,7501,2024-11-18,2024-11-18,0.0
HK1147791SMY095,AB75,2025-02-10,2025-02-10,0.0
HK1147791SMY100,7501,2024-11-18,2024-11-18,0.0
HK1147791SMY105,AB75,2024-10-28,2024-10-28,0.0
HK1147791SMY115,7501,2025-06-23,2025-06-23,0.0
HK1147791SRBT080,AB75,2024-11-04,2024-11-04,0.0
HK1147791SRBT085,7501,2024-11-18,2024-11-18,0.0
HK1147791SRBT085,AB75,2024-11-11,2024-11-11,0.0
HK1147791SRBT090,7501,2025-03-03,2025-03-03,0.0
HK1147791SRBT090,AB75,2024-11-11,2024-11-11,0.0
HK1147791SRBT095,7501,2024-11-11,2024-11-18,1.0
HK1147791SRBT095,AB75,2024-10-28,2024-10-28,0.0
HK1147791SRBT100,7501,2025-03-03,2025-03-03,0.0
HK1147791SRBT105,7501,2024-11-25,2024-11-25,0.0
HK1147791SRBT105,AB75,2024-10-28,2024-10-28,0.0
HK1147791SRBT115,7501,2024-12-23,2024-12-23,0.0
HK1147791SRBT120,AB75,2024-11-18,2024-11-18,0.0
HK1147791TTT080,7501,2025-09-08,2025-09-08,0.0
HK1147791TTT080,7502,2026-02-09,2026-02-23,2.0
HK1147791TTT080,AB75,2025-08-25,2025-08-25,0.0
HK1147791TTT085,7501,2025-06-23,2025-06-23,0.0
HK1147791TTT085,AB75,2025-06-09,2025-06-09,0.0
HK1147791TTT090,7501,2025-09-08,2025-09-08,0.0
HK1147791TTT090,7502,2025-10-13,2025-10-13,0.0
HK1147791TTT090,AB75,2025-08-04,2025-08-04,0.0
HK1147791TTT095,7501,2025-06-23,2025-06-23,0.0
HK1147791TTT095,7502,2025-10-13,2025-10-13,0.0
HK1147791TTT095,AB75,2025-07-07,2025-07-07,0.0
HK1147791TTT100,7501,2025-06-30,2025-06-30,0.0
HK1147791TTT100,7502,2025-10-13,2025-10-13,0.0
HK1147791TTT100,AB75,2025-06-30,2025-06-30,0.0
HK1147791TTT105,7501,2025-09-08,2025-09-08,0.0
HK1147791TTT105,7502,2025-10-13,2025-10-13,0.0
HK1147791TTT105,AB75,2025-07-21,2025-07-21,0.0
HK1147791TTT110,7502,2025-10-06,2025-10-06,0.0
HK1147791TTT110,AB75,2025-07-21,2025-07-21,0.0
HK1147791TTT115,7501,2025-09-22,2025-09-22,0.0
HK1147791TTT115,7502,2026-03-09,2026-03-09,0.0
HK1147791TTT120,7501,2025-09-15,2025-09-15,0.0
HK1147810BWHT055,7501,2026-03-02,2026-03-16,2.0
HK1147810BWHT055,7502,2025-12-22,2025-12-22,0.0
HK1147810BWHT060,7501,2026-01-05,2026-01-05,0.0
HK1147810BWHT065,7501,2026-02-23,2026-02-23,0.0
HK1147810BWHT065,7502,2025-11-17,2025-11-17,0.0
HK1147810BWHT065,AB75,2025-12-22,2025-12-22,0.0
HK1147810BWHT070,7501,2025-12-22,2025-12-22,0.0
HK1147810BWHT070,7502,2026-03-02,2026-03-02,0.0
HK1147810BWHT075,7501,2025-12-08,2025-12-08,0.0
HK1147810BWHT075,7502,2025-12-15,2025-12-15,0.0
HK1147810BWHT080,7501,2025-12-01,2025-12-01,0.0
HK1147810BWHT080,7502,2025-12-08,2025-12-08,0.0
HK1147810BWHT080,AB75,2025-11-24,2025-11-24,0.0
HK1147810BWHT085,7501,2025-12-01,2025-12-01,0.0
HK1147810BWHT085,7502,2025-12-08,2025-12-08,0.0
HK1147810BWHT090,7502,2026-01-19,2026-01-19,0.0
HK1147810BWHT095,7501,2025-12-08,2025-12-08,0.0
HK1147810BWHT100,7501,2026-03-02,2026-03-02,0.0
HK1147810BWHT100,AB75,2025-12-29,2025-12-29,0.0
HK1147810FLV060,7501,2025-12-29,2025-12-29,0.0
HK1147810FLV065,7501,2025-12-15,2025-12-15,0.0
HK1147810FLV070,7501,2025-10-20,2025-10-20,0.0
HK1147810FLV075,7501,2025-12-01,2025-12-01,0.0
HK1147810FLV080,7501,2025-06-16,2025-06-16,0.0
HK1147810FLV080,AB75,2025-10-20,2025-10-20,0.0
HK1147810FLV085,7501,2025-06-16,2025-06-16,0.0
HK1147810FLV085,AB75,2025-10-06,2025-10-06,0.0
HK1147810FLV090,7501,2025-11-24,2025-11-24,0.0
HK1147810FTRS065,7501,2025-11-24,2025-11-24,0.0
HK1147810FTRS090,AB75,2025-01-13,2025-01-13,0.0
HK1147810MLL055,7501,2025-06-23,2025-06-23,0.0
HK1147810PLDS070,7501,2025-11-17,2025-11-24,1.0
HK1147810PLDS070,AB75,2025-05-05,2025-05-05,0.0
HK1147810PLDS075,AB75,2025-05-19,2025-05-19,0.0
HK1147810PLDS080,7501,2025-05-05,2025-05-05,0.0
HK1147810PLDS090,7501,2025-05-12,2025-05-12,0.0
HK1147810RSLT055,7501,2026-02-23,2026-02-23,0.0
HK1147810RSLT060,7501,2025-12-01,2025-12-01,0.0
HK1147810RSLT065,7501,2025-12-22,2025-12-22,0.0
HK1147810RSLT065,7502,2025-12-15,2025-12-15,0.0
HK1147810RSLT070,7501,2025-11-24,2025-11-24,0.0
HK1147810RSLT070,7502,2026-02-09,2026-02-09,0.0
HK1147810RSLT075,7501,2025-12-01,2025-12-01,0.0
HK1147810RSLT080,7501,2025-11-24,2025-11-24,0.0
HK1147810RSLT080,7502,2026-01-05,2026-01-05,0.0
HK1147810RSLT085,7501,2025-12-01,2025-12-01,0.0
HK1147810RSLT085,7502,2025-12-22,2025-12-22,0.0
HK1147810RSLT085,AB75,2026-01-05,2026-01-05,0.0
HK1147810RSLT090,7502,2025-12-29,2025-12-29,0.0
HK1147810RSLT090,AB75,2025-10-27,2025-10-27,0.0
HK1147810RSLT100,AB75,2025-12-08,2025-12-08,0.0
HK1147810WTCL055,7501,2025-11-17,2026-01-12,8.0
HK1147810WTCL060,7501,2025-12-08,2025-12-08,0.0
HK1147810WTCL065,7501,2025-12-29,2025-12-29,0.0
HK1147810WTCL065,AB75,2025-08-04,2025-08-04,0.0
HK1147810WTCL070,7501,2025-09-22,2025-09-22,0.0
HK1147810WTCL070,7502,2026-01-12,2026-01-12,0.0
HK1147810WTCL070,AB75,2025-11-24,2025-11-24,0.0
HK1147810WTCL075,7501,2025-12-08,2025-12-08,0.0
HK1147810WTCL080,7501,2025-08-25,2025-08-25,0.0
HK1147810WTCL085,7501,2025-06-30,2025-06-30,0.0
HK1147810WTCL090,7501,2025-07-21,2025-07-21,0.0
HK1147811BLVR060,7501,2025-11-17,2025-12-15,4.0
HK1147811BLVR065,7501,2025-10-20,2025-10-20,0.0
HK1147811BLVR070,7501,2025-09-22,2025-09-22,0.0
HK1147811BLVR075,AB75,2025-03-10,2025-03-10,0.0
HK1147811BLVR080,7501,2025-05-19,2025-05-19,0.0
HK1147811BLVR085,7501,2025-03-31,2025-03-31,0.0
HK1147811BLVR085,AB75,2025-03-03,2025-03-03,0.0
HK1147811BLVR090,AB75,2025-02-10,2025-02-10,0.0
HK1147811FDS055,7501,2025-10-13,2025-10-13,0.0
HK1147811FDS055,7502,2025-10-20,2025-10-20,0.0
HK1147811FDS060,7501,2025-12-29,2025-12-29,0.0
HK1147811FDS060,7502,2025-12-01,2025-12-01,0.0
HK1147811FDS060,AB75,2025-07-21,2025-07-21,0.0
HK1147811FDS065,7501,2025-09-08,2025-09-08,0.0
HK1147811FDS065,7502,2025-12-01,2025-12-01,0.0
HK1147811FDS065,AB75,2025-10-06,2025-10-06,0.0
HK1147811FDS070,7501,2025-09-15,2025-09-15,0.0
HK1147811FDS070,7502,2025-12-08,2025-12-08,0.0
HK1147811FDS070,7599,2026-01-05,2026-01-05,0.0
HK1147811FDS070,AB75,2025-11-24,2025-11-24,0.0
HK1147811FDS075,7501,2025-07-21,2025-07-21,0.0
HK1147811FDS075,7502,2025-10-13,2025-10-13,0.0
HK1147811FDS075,7599,2026-01-05,2026-01-05,0.0
HK1147811FDS075,AB75,2025-07-14,2025-07-14,0.0
HK1147811FDS080,7501,2025-07-14,2025-07-14,0.0
HK1147811FDS080,7502,2025-12-15,2025-12-15,0.0
HK1147811FDS080,7599,2026-01-05,2026-01-05,0.0
HK1147811FDS080,AB75,2025-06-09,2025-06-09,0.0
HK1147811FDS085,7501,2025-09-08,2025-09-08,0.0
HK1147811FDS085,7502,2025-11-24,2025-11-24,0.0
HK1147811FDS085,7599,2026-01-05,2026-01-05,0.0
HK1147811FDS085,AB75,2025-07-14,2025-07-14,0.0
HK1147811FDS090,7501,2025-08-04,2025-08-04,0.0
HK1147811FDS090,7502,2025-10-06,2025-10-06,0.0
HK1147811FDS090,7599,2026-01-05,2026-01-05,0.0
HK1147811FDS090,AB75,2025-10-06,2025-10-06,0.0
HK1147811GMC055,7502,2026-01-19,2026-01-19,0.0
HK1147811GMC060,AB75,2025-11-24,2025-11-24,0.0
HK1147811GMC065,7501,2025-11-17,2025-11-17,0.0
HK1147811GMC065,7599,2025-11-24,2025-11-24,0.0
HK1147811GMC070,7501,2026-02-23,2026-03-09,2.0
HK1147811GMC070,AB75,2025-11-03,2025-11-03,0.0
HK1147811GMC075,7501,2026-02-23,2026-03-09,2.0
HK1147811GMC075,7502,2026-01-26,2026-01-26,0.0
HK1147811GMC075,AB75,2025-10-27,2025-10-27,0.0
HK1147811GMC080,7501,2026-03-02,2026-03-02,0.0
HK1147811GMC080,7502,2026-01-19,2026-01-19,0.0
HK1147811GMC080,7599,2025-11-24,2025-11-24,0.0
HK1147811GMC080,AB75,2025-12-29,2025-12-29,0.0
HK1147811GMC085,7501,2025-12-15,2025-12-15,0.0
HK1147811GMC085,7502,2025-11-17,2025-11-17,0.0
HK1147811GMC085,AB75,2025-12-15,2025-12-15,0.0
HK1147811GMC090,7501,2026-01-05,2026-01-05,0.0
HK1147811GMC090,7502,2026-01-12,2026-01-12,0.0
HK1147811GMC095,7501,2026-03-09,2026-03-09,0.0
HK1147811GMC100,7501,2026-02-09,2026-02-09,0.0
HK1147811MNLG055,7501,2025-09-08,2025-09-08,0.0
HK1147811MNLG060,7501,2025-11-17,2026-02-02,11.0
HK1147811MNLG065,7501,2025-10-13,2025-10-13,0.0
HK1147811MNLG065,AB75,2025-08-11,2025-08-11,0.0
HK1147811MNLG070,7501,2025-09-22,2025-09-22,0.0
HK1147811MNLG070,AB75,2025-10-06,2025-10-06,0.0
HK1147811MNLG075,7501,2025-04-07,2025-04-07,0.0
HK1147811MNLG075,AB75,2025-07-28,2025-07-28,0.0
HK1147811MNLG080,7501,2025-05-12,2025-05-19,1.0
HK1147811MNLG080,AB75,2025-03-31,2025-03-31,0.0
HK1147811MNLG085,AB75,2025-04-21,2025-04-21,0.0
HK1147811MNLG090,7501,2025-05-19,2025-05-19,0.0
HK1147811MNLG090,AB75,2025-03-24,2025-03-24,0.0
HK1147811RSLT060,7502,2025-12-29,2025-12-29,0.0
HK1147811RSLT060,AB75,2025-12-29,2025-12-29,0.0
HK1147811RSLT065,7501,2025-12-08,2025-12-08,0.0
HK1147811RSLT065,AB75,2025-11-03,2025-11-03,0.0
HK1147811RSLT070,7501,2026-01-05,2026-01-05,0.0
HK1147811RSLT070,AB75,2025-11-17,2025-11-17,0.0
HK1147811RSLT075,AB75,2026-02-02,2026-02-02,0.0
HK1147811RSLT080,7501,2025-12-08,2025-12-08,0.0
HK1147811RSLT080,7502,2025-10-27,2025-10-27,0.0
HK1147811RSLT080,AB75,2026-01-05,2026-01-05,0.0
HK1147811RSLT085,7502,2026-01-12,2026-01-12,0.0
HK1147811RSLT085,AB75,2026-01-19,2026-01-19,0.0
HK1147811RSLT090,7502,2026-01-19,2026-01-19,0.0
HK1147811RSLT100,7501,2026-02-16,2026-02-16,0.0
HK1147811VYM055,7501,2025-02-03,2025-02-03,0.0
HK1147811VYM055,AB75,2025-01-06,2025-01-06,0.0
HK1147811VYM060,7501,2025-11-17,2025-11-24,1.0
HK1147811VYM060,AB75,2025-03-17,2025-03-17,0.0
HK1147811VYM065,7501,2024-10-28,2024-10-28,0.0
HK1147811VYM065,AB75,2025-07-28,2025-07-28,0.0
HK1147811VYM075,AB75,2024-12-02,2024-12-02,0.0
HK1147811VYM080,AB75,2024-11-04,2024-11-04,0.0
HK1147811VYM085,7501,2024-11-18,2024-11-18,0.0
HK1147811VYM085,AB75,2024-10-28,2024-10-28,0.0
HK1147832SRBT055,7501,2025-06-16,2025-06-16,0.0
HK1147832SRBT060,7501,2025-06-16,2025-06-16,0.0
HK1147832SRBT060,AB75,2024-10-21,2024-10-21,0.0
HK1147832SRBT065,7501,2025-05-12,2025-05-12,0.0
HK1147832SRBT065,AB75,2024-11-11,2024-11-11,0.0
HK1147832SRBT070,AB75,2025-03-03,2025-03-03,0.0
HK1147832SRBT075,7501,2025-03-24,2025-03-24,0.0
HK1147832SRBT075,AB75,2024-10-21,2024-10-21,0.0
HK1147832SRBT080,7501,2025-02-03,2025-02-03,0.0
HK1147832SRBT085,7501,2024-12-09,2024-12-09,0.0
HK1147832SRBT085,AB75,2025-02-03,2025-02-03,0.0
HK1147832SRBT090,AB75,2024-11-25,2024-11-25,0.0
HK1147850BBLC080,7501,2025-08-25,2025-08-25,0.0
HK1147850BBLC090,7501,2025-06-23,2025-06-23,0.0
HK1147850BBLC095,7501,2025-04-21,2025-04-21,0.0
HK1147850BBLC095,AB75,2025-06-23,2025-06-23,0.0
HK1147850BBLC100,7501,2025-04-21,2025-04-21,0.0
HK1147850BBLC100,AB75,2025-10-06,2025-10-06,0.0
HK1147850BBLC105,7501,2025-07-07,2025-07-07,0.0
HK1147850BBLC110,7501,2025-05-12,2025-05-12,0.0
HK1147850BBLC110,AB75,2025-03-31,2025-03-31,0.0
HK1147850BBLC115,AB75,2025-07-21,2025-07-21,0.0
HK1147850BWHT080,7501,2025-08-11,2025-08-11,0.0
HK1147850BWHT080,AB75,2024-10-28,2024-10-28,0.0
HK1147850BWHT085,7501,2025-08-11,2025-08-11,0.0
HK1147850BWHT085,AB75,2025-03-17,2025-03-17,0.0
HK1147850BWHT090,7501,2025-02-17,2025-02-17,0.0
HK1147850BWHT090,AB75,2025-02-17,2025-02-17,0.0
HK1147850BWHT095,7501,2025-06-09,2025-06-09,0.0
HK1147850BWHT095,AB75,2024-09-09,2024-09-09,0.0
HK1147850BWHT100,7501,2025-03-10,2025-03-10,0.0
HK1147850BWHT100,AB75,2025-03-03,2025-03-03,0.0
HK1147850BWHT105,7501,2024-11-11,2024-11-11,0.0
HK1147850BWHT105,AB75,2025-03-10,2025-03-10,0.0
HK1147850BWHT110,7501,2024-11-04,2024-11-04,0.0
HK1147850BWHT110,AB75,2024-10-28,2024-10-28,0.0
HK1147850BWHT115,7501,2025-08-11,2025-08-11,0.0
HK1147850BWHT125,7501,2025-05-19,2025-05-19,0.0
HK1147850BWHT125,AB75,2025-05-05,2025-05-05,0.0
HK1147850CSPP080,AB75,2024-11-25,2024-11-25,0.0
HK1147850CSPP085,7501,2025-03-31,2025-03-31,0.0
HK1147850CSPP090,7501,2024-11-11,2024-11-11,0.0
HK1147850CSPP095,7501,2025-04-21,2025-04-21,0.0
HK1147850CSPP095,AB75,2024-12-23,2024-12-23,0.0
HK1147850CSPP105,AB75,2025-03-10,2025-03-10,0.0
HK1147850CSPP110,7501,2024-11-25,2024-11-25,0.0
HK1147850CSPP110,AB75,2024-11-04,2024-11-04,0.0
HK1147850CSPP115,7501,2024-11-25,2024-11-25,0.0
HK1147850CSPP120,7501,2025-03-10,2025-03-10,0.0
HK1147850DTDR080,7501,2025-08-11,2025-08-11,0.0
HK1147850DTDR085,7501,2025-08-11,2025-08-11,0.0
HK1147850DTDR090,7501,2025-09-08,2025-09-08,0.0
HK1147850DTDR090,AB75,2025-03-31,2025-03-31,0.0
HK1147850DTDR095,7501,2025-09-01,2025-09-01,0.0
HK1147850DTDR095,AB75,2025-07-21,2025-07-21,0.0
HK1147850DTDR100,7501,2025-09-08,2025-09-08,0.0
HK1147850DTDR105,7501,2025-04-21,2025-04-21,0.0
HK1147850DTDR105,AB75,2025-10-06,2025-10-06,0.0
HK1147850DTDR110,7501,2025-06-02,2025-06-02,0.0
HK1147850DTDR110,AB75,2025-07-14,2025-07-14,0.0
HK1147850DTDR115,7501,2025-09-15,2025-09-15,0.0
HK1147850EGR080,AB75,2025-02-10,2025-02-10,0.0
HK1147850EGR085,7501,2025-04-21,2025-04-21,0.0
HK1147850EGR085,AB75,2025-03-17,2025-03-17,0.0
HK1147850EGR090,7501,2025-06-30,2025-06-30,0.0
HK1147850EGR095,7501,2025-08-04,2025-08-04,0.0
HK1147850EGR100,7501,2025-09-08,2025-09-08,0.0
HK1147850EGR105,7501,2025-02-17,2025-02-17,0.0
HK1147850EGR105,AB75,2025-03-03,2025-03-03,0.0
HK1147850EGR110,7501,2025-04-28,2025-04-28,0.0
HK1147850EGR115,7501,2025-01-27,2025-01-27,0.0
HK1147850EGR120,7501,2025-09-29,2025-09-29,0.0
HK1147850SSK085,7501,2025-02-17,2025-02-17,0.0
HK1147850SSK090,AB75,2024-12-30,2024-12-30,0.0
HK1147850SSK105,7501,2024-12-16,2024-12-16,0.0
HK1147850SSK110,AB75,2024-11-11,2024-11-11,0.0
HK1147850SSK115,7501,2024-12-16,2024-12-16,0.0
HK1147850STLC080,AB75,2025-01-27,2025-01-27,0.0
HK1147850STLC085,7501,2025-04-21,2025-04-21,0.0
HK1147850STLC090,7501,2025-03-17,2025-03-17,0.0
HK1147850STLC090,AB75,2025-05-19,2025-05-19,0.0
HK1147850STLC105,7501,2025-01-20,2025-01-20,0.0
HK1147850STLC110,7501,2025-01-20,2025-01-20,0.0
HK1147851BBLC055,7501,2025-09-22,2025-09-22,0.0
HK1147851BBLC060,7501,2025-06-02,2025-06-02,0.0
HK1147851BBLC060,AB75,2025-12-22,2025-12-22,0.0
HK1147851BBLC065,7501,2025-06-02,2025-06-02,0.0
HK1147851BBLC070,7501,2025-08-25,2025-08-25,0.0
HK1147851BBLC075,7501,2025-06-23,2025-06-23,0.0
HK1147851BBLC075,AB75,2025-10-06,2025-10-06,0.0
HK1147851BBLC080,7501,2025-07-07,2025-07-07,0.0
HK1147851BBLC080,AB75,2025-06-02,2025-06-02,0.0
HK1147851BBLC085,7501,2025-05-19,2025-05-19,0.0
HK1147851BBLC090,7501,2025-08-25,2025-08-25,0.0
HK1147851BBLC090,AB75,2025-06-23,2025-06-23,0.0
HK1147851BWHT055,7501,2025-09-22,2025-09-22,0.0
HK1147851BWHT055,AB75,2024-12-23,2024-12-23,0.0
HK1147851BWHT060,7501,2025-06-02,2025-06-02,0.0
HK1147851BWHT060,AB75,2025-06-30,2025-06-30,0.0
HK1147851BWHT065,7501,2025-06-23,2025-06-23,0.0
HK1147851BWHT065,AB75,2024-12-09,2024-12-09,0.0
HK1147851BWHT070,7501,2025-08-25,2025-08-25,0.0
HK1147851BWHT075,AB75,2024-10-21,2024-10-21,0.0
HK1147851BWHT085,AB75,2024-09-23,2024-09-23,0.0
HK1147851CSPP055,7501,2025-07-14,2025-07-14,0.0
HK1147851CSPP065,AB75,2024-09-16,2024-09-16,0.0
HK1147851CSPP070,AB75,2024-09-09,2024-09-09,0.0
HK1147851CSPP075,7501,2024-10-28,2024-10-28,0.0
HK1147851CSPP075,AB75,2024-12-23,2024-12-23,0.0
HK1147851CSPP080,7501,2024-11-04,2024-11-04,0.0
HK1147851CSPP090,AB75,2024-10-28,2024-10-28,0.0
HK1147851EGR055,7501,2025-11-24,2025-11-24,0.0
HK1147851EGR060,7501,2025-09-01,2025-09-01,0.0
HK1147851EGR065,7501,2025-04-21,2025-04-21,0.0
HK1147851EGR065,7502,2026-01-19,2026-01-19,0.0
HK1147851EGR070,7501,2025-09-22,2025-09-22,0.0
HK1147851EGR075,7501,2025-04-21,2025-04-21,0.0
HK1147851EGR080,7501,2025-09-08,2025-09-08,0.0
HK1147851EGR085,AB75,2025-03-03,2025-03-03,0.0
HK1147851GLP055,7501,2025-11-24,2025-12-01,1.0
HK1147851GLP065,7501,2025-04-28,2025-04-28,0.0
HK1147851GLP070,7501,2025-03-31,2025-03-31,0.0
HK1147851GLP070,AB75,2024-12-30,2024-12-30,0.0
HK1147851GLP080,7501,2025-02-17,2025-02-17,0.0
HK1147851GLP085,AB75,2024-12-23,2024-12-23,0.0
HK1147851NKV055,7501,2025-09-15,2025-09-15,0.0
HK1147851NKV060,7501,2025-09-22,2025-09-22,0.0
HK1147851NKV060,7502,2025-10-13,2025-10-13,0.0
HK1147851NKV065,7501,2025-09-08,2025-09-08,0.0
HK1147851NKV065,7502,2025-10-20,2025-10-20,0.0
HK1147851NKV070,7501,2025-08-25,2025-08-25,0.0
HK1147851NKV075,7501,2025-09-01,2025-09-01,0.0
HK1147851NKV075,AB75,2025-05-19,2025-05-19,0.0
HK1147851NKV080,AB75,2025-06-09,2025-06-09,0.0
HK1147851NKV085,7501,2025-06-23,2025-06-23,0.0
HK1147851NKV090,7501,2025-05-19,2025-05-19,0.0
HK1147851PPYC055,7501,2025-01-27,2025-01-27,0.0
HK1147851PPYC060,7501,2025-01-27,2025-01-27,0.0
HK1147851PPYC065,7501,2025-05-26,2025-05-26,0.0
HK1147851PPYC070,7501,2025-06-02,2025-06-02,0.0
HK1147851PPYC075,7501,2024-12-02,2024-12-02,0.0
HK1147851PPYC080,7501,2024-12-09,2024-12-09,0.0
HK1147851SWY055,7501,2025-09-01,2025-09-01,0.0
HK1147851SWY060,7501,2025-09-08,2025-09-08,0.0
HK1147851SWY065,7501,2025-08-11,2025-08-11,0.0
HK1147851SWY065,AB75,2025-06-02,2025-06-02,0.0
HK1147851SWY070,7501,2025-09-08,2025-09-08,0.0
HK1147851SWY070,AB75,2025-08-25,2025-08-25,0.0
HK1147851SWY075,7501,2025-06-23,2025-06-23,0.0
HK1147851SWY080,7501,2025-08-25,2025-08-25,0.0
HK1147851SWY080,7502,2025-11-10,2025-11-10,0.0
HK1147851SWY080,AB75,2025-06-09,2025-06-09,0.0
HK1147851SWY085,7501,2025-09-01,2025-09-01,0.0
HK1147851SWY090,7501,2025-09-08,2025-09-08,0.0
HK1147911BVR080,AB75,2024-12-02,2024-12-02,0.0
